drug_name,form,indication,prescription_raw,method
产后益母丸,丸剂,活血化瘀，理气止痛。用于产后恶露不尽，瘀血腹痛，亦可用于瘀血痛经,益母草 480g、当归 120g、川芎 120g、赤芍（炒）120g、香附（醋炙）120g、延胡索（醋炙）120g、熟地黄 120g、红花 150g、桃仁（炒）150g,以上九味，粉碎成细粉，过筛，混匀。每 100g 粉末加炼蜜 150~180g，制成大蜜丸，即得
产灵丸（产灵丹）,丹剂,益气养血，散风止痛。用于产后气血虚弱，感受风寒引起的周身疼痛，头目眩晕，恶心呕吐，四肢浮肿,人参 90g、白术（麸炒）15g、当归 15g、川芎 90g、苍术 240g、何首乌（黑豆酒炙）15g、荆芥穗 90g、防风 90g、麻黄 90g、川乌（银花甘草炙）90g、草乌（银花甘草炙）90g、白芷 90g、细辛 15g、八角茴香 90g、木香 15g、两头尖 15g、桔梗 90g、血竭 15g、甘草（蜜炙）60g,以上十九味，粉碎成细粉，过筛，混匀。每 100g 粉末加炼蜜 70~80g 制成小蜜丸，或加炼蜜 150~160g 制成大蜜丸，即得
关节解痛膏,膏剂,祛风除湿，活血止痛。用于风寒湿痹，关节痛，神经痛，腰痛，肌肉酸痛，扭伤,辣椒 1000g、白芷 50g、细辛 50g、姜黄 50g、肉桂 25g、生川乌 25g、生草乌 25g、骨碎补 25g、五加皮 25g、红花 12.5g、天南星 12.5g、半夏 12.5g、闹羊花 12.5g、防风 12.5g、独活 12.5g、羌活 12.5g、桑枝 12.5g、海风藤 12.5g、茶子 12.5g、防己 12.5g、凤仙透骨草 12.5g、伸筋草 12.5g、威灵仙 12.5g、冰片 20g、薄荷脑 30g、水杨酸甲酯 15g、樟脑 20g、麝香草酚 10g、二甲苯麝香 10g、颠茄流浸膏 15g,以上三十一味，除薄荷脑、冰片、樟脑、水杨酸甲酯、麝香草酚、二甲苯麝香、颠茄流浸膏、盐酸苯海拉明外，其余白芷等二十三味粉碎成粗粉，照流浸膏剂与浸膏剂项下的渗漉法（附录 17 页），用 90% 乙醇为溶剂进行渗漉，收集漉液，浓缩成相对密度约为 1.05 的清膏；另取由橡胶、氧化锌、松香、凡士林、羊毛脂等制成的基质适量，加入上述清膏及薄荷脑等药物，制成涂料。进行涂膏，切段，盖衬，切成小块，即得
安神养心丸,丸剂,补气养血，安神定志。用于气血两亏，机体衰弱，精神恍惚，惊悸失眠,熟地黄 200g、琥珀 100g、当归 100g、白术（炒）75g、川芎 50g、黄芪（制）100g、甘草 50g、党参 50g、酸枣仁（炒）50g、石菖蒲 40g、茯苓 40g、白芍（酒炒）50g、远志（制）40g,以上十三味，琥珀研成极细粉，其余熟地黄等十二味粉碎成细粉，与上述粉末配研，过筛，混匀。每 100g 粉末加炼蜜 110~130g 制成大蜜丸，即得
安神益脑丸,丸剂,补肝益肾，养血安神。用于肝肾不足所致的头痛眩晕，心悸不宁，失眠多梦，健忘,当归 110g、茯苓 73g、何首乌（制）146g、酸枣仁（生、炒各半）146g、合欢皮 110g、黄精（蒸）140g、女贞子 73g、远志 12g、墨旱莲 73g、朱砂 18g、桑叶 12g,以上十一味，朱砂水飞或粉碎成极细粉；其余当归等十味粉碎成细粉，与上述粉末配研，过筛，混匀。每 100g 粉末加炼蜜 45~50g 与适量的水，泛丸，干燥，即得
安眠补脑糖浆,糖浆剂,益气滋肾，养心安神。用于神经官能症或其他慢性疾病所引起的失眠、头昏、头痛、心慌等症,红参 4g、甘草（蜜炙）33g、五味子（醋制）33g、麦冬 40g、大枣 40g、桑椹 67g、远志（制）40g、枸杞子 40g、柏子仁 40g、制何首乌 67g,以上十味，取红参加水煎煮三次，每次 2 小时，合并煎液，静置，滤过，滤液备用。其余五味子等九味加水煎煮三次，每次 2 小时，合并煎液，静置，滤过，与上述红参滤液合并，浓缩至适量，加入蔗糖 733g 及防腐剂适量，煮沸使溶解，滤过，放冷，加入香精适量，加水调整总量至 1000ml，搅匀，即得
妇女养血丸,丸剂,补气，养血，调经。用于气虚血亏、受寒引起的经期不准、行经腹痛、身体虚弱、气短烦倦、午后身烧,当归 300g、丹参 300g、人参 30g、川芎 210g、茯苓 84g、地黄 48g、陈皮 66g、肉桂 24g、红花 207g、柴胡 180g、白芍 261g、香附（醋制）300g、甘草 66g、厚朴（姜制）24g、白术（麸炒）48g,以上十五味，粉碎成细粉，过筛，混匀。每 100g 粉末加炼蜜 120~150g 制成大蜜丸，即得
妇炎康片,片剂,活血化瘀，软坚散结，清热解毒，消炎止痛。适用于慢性附件炎、盆腔炎、阴道炎、膀胱炎、慢性阑尾炎、尿路感染,赤芍 60g、土茯苓 100g、三棱（醋炙）60g、川楝子（炒）60g、莪术（醋炙）60g、延胡索（醋炙）60g、芡实（炒）100g、当归 100g、苦参 60g、香附（醋炙）40g、黄柏 60g、丹参 100g、山药 120g,以上十三味，莪术、山药粉碎成细粉，过筛。其余三棱等十一味，加水煎煮三次，第一次 2 小时，第二、三次各 1 小时，合并煎液，滤过，滤液浓缩成稠膏，与上述粉末混匀，干燥，研成细粉，制成颗粒，置 60~80℃干燥，压制成 1000 片，包糖衣，即得
妇科白凤片,片剂,补气养血。用于妇女体弱血虚，月经不调，经期腹痛,乌鸡（去毛、爪、肠）145g、艾叶 25g、牛膝（盐制）13g、柴胡 13g、干姜 6g、白芍（酒炒）13g、牡丹皮 13g、香附 100g、延胡索（醋制）6g、知母 13g、茯苓 16g、黄连（酒制）6g、秦艽 9g、当归 13g、黄芪（炙）13g、青蒿 25g、川贝母 13g、地骨皮 13g、地黄 6g、熟地黄 25g,以上二十味，乌鸡、艾叶、牛膝、干姜、白芍、牡丹皮、延胡索、黄连、黄芪、川贝母等十味粉碎成粗粉，拌入白酒润匀，蒸透，烘干，再与青蒿混合，粉碎成细粉；其余柴胡等九味加水煎煮二次，合并煎液，滤过，滤液浓缩成稠膏，加入乌鸡等十一味药的细粉及辅料适量，拌匀，制成颗粒，干燥，压制成 1000 片，包糖衣，即得
红色正金软膏,膏剂,有驱风、兴奋、局部止痒、止痛等作用。用于中暑、头晕、伤风鼻塞、虫咬、蚊叮等,薄荷脑 150g、薄荷油 100g、肉桂油 30g、樟脑 50g、樟油 50g、桉油 60g、丁香罗勒油 30g,以上七味，混匀，加至经加热熔融、滤过并冷至 100℃以下的基质中，再加入适量氨水，混匀，制成 1000g，即得
杜仲冲剂,颗粒剂,补肝肾，强筋骨，安胎，降血压。用于肾虚腰痛，腰膝无力，胎动不安，先兆流产，高血压症,杜仲 250g、杜仲叶 1250g,以上二味，杜仲加水煎煮三次，第一次 3 小时，第二次加入杜仲叶煎煮 2 小时，第三次 1 小时，合并煎液，滤过，滤液浓缩至相对密度约为 1.24（60℃），冷至室温，加 2.8 倍量乙醇使沉淀，滤过，滤液浓缩至相对密度为 1.13~1.15（60℃）的清膏。取清膏 1 份，加蔗糖 5 份，混匀，制成颗粒，干燥，即得
牡荆片,片剂,平喘，镇咳，祛痰。用于慢性气管炎，支气管哮喘,牡荆子 2600g,取牡荆子 2600g，粉碎成粗粉，加水煎煮三次，每次 2 小时，合并煎液，滤过，滤液浓缩成浸膏状，加淀粉适量，制成颗粒，干燥，压制成 1000 片，包糖衣，即得
伸筋活络丸 [剧],丸剂,舒筋活络，祛风除湿，温经止痛。用于风寒湿痹，半身不遂，手足麻木等症,马钱子（制）72.5g、制川乌 10g、制草乌 10g、木瓜 10g、当归 12.5g、川牛膝 10g、杜仲（炭）7.5g、续断 7.5g、木香 7.5g、全蝎 5g、透骨草 5g,以上十一味，除杜仲炭外，马钱子粉碎成细粉，其余制川乌等九味粉碎成细粉，过筛；用配研法兑入马钱子细粉，过筛，混匀，用水泛丸。杜仲炭研成极细粉，包衣，60~80℃干燥，打光，即得
肝郁调经膏,膏剂,疏肝解郁，清肝泻火，养血调经。用于肝郁所致的月经失调、痛经、乳房胀痛、不孕等症,白芍 60g、佛手 45g、郁金 50g、玫瑰花 15g、代代花 50g、牡丹皮 60g、川楝子 50g、香附（制）60g、当归 60g、丹参 60g、葛根 60g、泽泻 60g,以上十二味，当归粉碎成粗粉，照流浸膏剂与浸膏剂项下的渗漉法（附录 17 页），用 70% 乙醇作溶剂，浸渍 48 小时后，缓缓渗漉，收集漉液，回收乙醇，浓缩成相对密度约为 1.26（70~75℃）的清膏；佛手、玫瑰花、代代花加水煎煮二次，每次 30 分钟；其余白芍等八味加水煎煮三次，第一次 3 小时，第二次 2 小时，第三次 1 小时，合并上述两种煎液，滤过，滤液浓缩至相对密度约为 1.26（85~90℃）的清膏；将上述两种清膏混匀。每 100g 清膏加蔗糖 200g，加热溶化，混匀，浓缩至规定的相对密度，即得
疗肺宁片,片剂,润肺，清热，止血。用于肺结核。可与其他抗结核药物合并使用,百部 313g、穿心莲 313g、羊乳根 313g、白及 156g,以上四味，除白及外，百部、羊乳根和 50% 处方量的穿心莲加水煎煮二次，第一次 2 小时，第二次 1 小时，合并煎液，滤过，滤液浓缩至相对密度为 1.40（80℃）的清膏；白及和剩余的穿心莲粉碎成细粉，过筛，与上述清膏混匀，干燥，制成颗粒，压制成 1000 片，包糖衣，即得
辛夷鼻炎丸,丸剂,祛风清热，消炎解毒。用于治疗鼻炎（包括过敏性鼻炎，慢性鼻炎等），神经性头痛，感冒流涕，鼻塞不通,辛夷 63g、薄荷 650g、紫苏叶 475g、甘草 323g、广藿香 650g、苍耳子 1667g、鹅不食草 313g、板蓝根 975g、山白芷 650g、防风 470g、鱼腥草 225g、菊花 650g、三叉苦 650g,以上十三味，辛夷、广藿香、薄荷、紫苏叶提取挥发油；苍耳子、三叉苦、甘草、山白芷、板蓝根及鹅不食草 156.5g 加水煎煮一次，滤过；药渣及提取挥发油后的药渣合并，加入菊花，再加水煎煮一次，滤过，合并滤液，浓缩成稠膏；防风、鱼腥草及鹅不食草 156.5g 粉碎成粗粉，与稠膏混匀，干燥，粉碎成细粉，过筛，以水泛丸，并喷入上述挥发油，以总量的 5% 的滑石粉 - 红氧化铁（1:1）包衣，打光，干燥，即得
沉香散,散剂,疏表化滞。用于风寒外侵，气滞不运，脘腹痞胀,沉香 30g、砂仁 30g、苍术 40g、枳实 50g、麦芽（炒焦）40g、青皮 50g、紫苏叶 40g、细辛 20g、川芎 40g、桔梗 30g、茯苓 40g、甘草 10g、栀子 40g、厚朴（制）30g、香附（制）40g、木香 30g、山楂（焦）50g、陈皮 40g、荆芥 40g、白芷 30g、防风 20g、薄荷 40g、半夏（姜制）40g、葛根 40g,以上二十六味，粉碎成粗粉，过筛，混匀，即得
沉香舒郁丸,丸剂,舒气开胃，化郁止痛。用于胸腹胀满，胃部疼痛，呕吐酸水，消化不良，食欲不振，郁闷不舒,木香 120g、沉香 100g、陈皮 100g、厚朴（姜制）100g、豆蔻 80g、砂仁 80g、枳壳（麸炒）70g、青皮（醋制）40g、香附（醋制）40g、延胡索（醋制）40g、柴胡 40g、姜黄 30g、甘草 30g,以上十三味，粉碎成细粉，混匀，过筛。每 100g 粉末加炼蜜 170~190g 制成大蜜丸，即得
补血当归精,口服液,滋补气血。用于头晕，身体衰弱，妇女月经不调，产后血虚体弱，贫血,当归 400g、熟地黄（酒蒸制）24g、白芍（酒炒）24g、川芎（酒炒）12g、党参 24g、甘草（蜜炙）12g、黄芪（蜜炙）24g,以上七味，分别粉碎成粗粉，照流浸膏剂与浸膏剂项下的渗漉法（附录 17 页），当归用 70% 乙醇、白芍用 30% 乙醇、川芎用 40% 乙醇、黄芪用 25% 乙醇作溶剂，分别进行渗漉，收集漉液，漉液浓缩至适量；熟地黄、甘草、党参加水煎煮二次，每次 4 小时，合并煎液，滤过，滤液浓缩至适量，加乙醇三倍量，搅匀，静置，滤过，滤液回收乙醇，浓缩至一定体积，与上述药液合并。另取蔗糖 520g，加水煮沸使溶解，滤过，放冷，加入上述药液及适量的防腐剂，加水调整总量至 1300ml，搅匀，即得
补肝丸,丸剂,补血祛风。用于肝血虚损兼感风邪所引起的头目眩晕，胁痛、头痛、肢体疼痛,当归 120g、川芎 60g、白芍 80g、地黄 120g、防风 60g、羌活 60g,以上六味，粉碎成细粉，过筛，混匀。每 100g 粉末加炼蜜 50~55g 与适量的水，泛丸，干燥，即得
补肾益脑片,片剂,滋肾益气，补血生精。用于气血两亏，阳虚气弱，心跳气短，失眠健忘，遗精盗汗，腰腿酸软，耳聋耳鸣,红参 39g、鹿茸 6g、酸枣仁（炒）38g、熟地黄 81g、茯苓 38g、玄参 29g、远志（蜜制）38g、麦冬 38g、五味子 29g、当归 38g、川芎 29g、牛膝 29g、山药（炒）38g、补骨脂（盐制）29g、枸杞子 30g、朱砂 10g,以上十六味，朱砂水飞或粉碎成极细粉；鹿茸、红参、茯苓、山药、川芎、补骨脂、枸杞子、熟地黄粉碎成细粉，过筛，混匀，与上述粉末配研，混匀；其余五味子等七味，加水煎煮三次，第一次 3 小时，第二、三次各 2 小时，合并煎液，滤过，滤液浓缩至相对密度为 1.25（80℃）的清膏，与上述粉末混匀，干燥，粉碎，过筛，制成颗粒，干燥，压制成 1000 片，包糖衣，即得
补脑丸,丸剂,滋补精血，健脑益智，安神镇惊，化痰熄风。用于迷惑健忘，记忆减退，头晕耳鸣，心烦失眠，心悸不宁，癫痫头痛，神烦胸闷,当归 75g、胆南星 30g、酸枣仁（炒）120g、益智仁（盐炒）45g、枸杞子 60g、柏子仁（炒）45g、龙骨（煅）30g、石菖蒲 30g、肉苁蓉（蒸）60g、五味子（酒炖）45g、核桃仁 60g、天竺黄 30g、远志（制）30g、琥珀 30g、天麻 30g,以上十五味，除核桃仁外，其余当归等十四味粉碎成细粉，过筛，混匀；核桃仁加水煎煮，煎液浓缩成稠膏，加淀粉适量，与上述粉末混匀。每 100g 粉末加炼蜜 6~7g 与适量的水，泛丸，干燥，包糖衣，即得
鸡血藤片,片剂,补血，活血，舒筋通络。用于血虚，腰膝酸痛，月经不调,鸡血藤 2000g（其中 200g 粉碎成细粉，1800g 用于煎煮）,取鸡血藤 200g，粉碎成细粉，过筛，另取鸡血藤 1800g，加水煎煮二次，第一次 4 小时，第二次 2 小时，合并煎液，滤过，滤液浓缩至稠膏状，加入上述细粉及适量辅料，混匀，制成颗粒，压制成 1000 片，包糖衣，即得
阿胶补血口服液,口服液,滋阴补血，补中益气，健脾润肺。用于久病体弱，血亏目昏，虚痨咳嗽,阿胶液（40%）160g（折合纯阿胶 64g）、熟地黄 150g、党参 150g、黄芪（蜜炙）75g、白术（麸炒）75g、枸杞子 75g,以上六味，除阿胶液外，熟地黄加水煎煮二次，合并煎液，滤过，静置，取上清液备用；白术、枸杞子用 60% 乙醇，党参、黄芪用 25% 乙醇作溶剂，照流浸膏剂与浸膏剂项下的渗漉法（附录 17 页）进行渗漉，合并漉液，静置，滤过，滤液回收乙醇，浓缩至适量，加入阿胶液、熟地黄上清液，混匀，加入防腐剂、糖精及香精适量，搅匀，加水调整总量至 1000ml，静置，滤过，灌封，即得
苦甘冲剂,颗粒剂,疏风清热，宣肺化痰，止咳平喘。用于风热感冒及风温肺热引起的恶风、发热、头痛、咽痛、咳嗽、咳痰、气喘等症,麻黄 6g、薄荷 5g、蝉蜕 5g、金银花 15g、黄芩 12g、苦杏仁 9g、桔梗 6g、浙贝母 6g、甘草 5g,以上九味，薄荷用水蒸气蒸馏法提取挥发油，蒸馏后的水溶液另器保存；药渣与其余麻黄等八味，加水煎煮二次，每次 1 小时，合并煎液，滤过，滤液与上述水溶液合并，浓缩至相对密度为 1.23~1.25（90~95℃）的清膏。取清膏 1 份，加蔗糖 0.16 份、糊精 0.16 份，混匀，制成颗粒，干燥，喷入上述挥发油，混匀，即得
苦参片,片剂,清热燥湿，杀虫。用于湿热蕴蓄下焦所致之痢疾，肠炎，热淋及阴肿阴痒，湿疹，湿疮等,苦参 1000g（其中 167g 粉碎成细粉，833g 用于煎煮）,取苦参 167g，粉碎成细粉，过筛，再取苦参 833g，加水煎煮二次，第一次 3 小时，第二次 2 小时，合并煎液，滤过，滤液浓缩成稠膏，与上述细粉混匀，干燥，粉碎，过筛，制成颗粒，压制成 1000 片，包衣，即得
