drug_name,form,indication
咳喘膏,膏剂,止咳平喘，利湿祛痰。用于单纯型慢性气管炎，喘息型慢性气管炎，哮喘 (除心脏引起的) 等症
香连化滞丸,丸剂,清热利湿，行血化滞。用于湿热凝滞引起的里急后重，腹痛下痢
香砂六君丸 (浓缩丸),丸剂,益气健脾，和胃。用于脾虚气滞，消化不良，嗳气食少，脘腹胀满，大便溏泄
复方元胡止痛片,片剂,疏气止痛。用于肝胃气痛，胃脘胀痛，胸肋痛，月经痛
复方青果冲剂,颗粒剂,清热利咽。用于口干舌燥，声哑失音，咽喉肿痛
复方鱼腥草片,片剂,清热解毒。用于外感风热引起的咽喉疼痛，扁桃腺炎
复方夏枯草膏,膏剂,清火散结。用于瘰疬，结核作痛
复方蛇胆陈皮末,散剂,祛风除痰，镇惊。用于痰多咳嗽，惊风抽搐
复方垂盆草冲剂,颗粒剂,清热解毒，活血利湿，有降低谷丙转氨酶的作用。用于急性肝炎及迁延性肝炎，慢性肝炎的活动期
复方垂盆草糖浆,糖浆剂,清热解毒，活血利湿，有降低谷丙转氨酶的作用。用于急性肝炎及迁延性肝炎，慢性肝炎的活动期
保安万灵丹 (丸),丹剂,解毒消痈，舒筋活血，祛风止痛。用于痈疽发背，深部脓疡，风寒湿痹，肢体瘫痪，偏正头痛，疝气坠痛
保和丸 (浓缩丸),丸剂,消食导滞和胃。用于食积停滞，脘腹胀满，嗳腐吞酸，不欲饮食
保喉片,片剂,滋阴降火，润燥生津。用于阴虚喉痹，喉干疼痛，声音嘶哑，乳蛾等
胆荚片,片剂,清热化痰，平喘止咳。用于慢性支气管炎
胆酸止咳片,片剂,止咳化痰。用于支气管炎和感冒引起之咳嗽
肥儿糖浆,糖浆剂,小儿滋补剂。用于小儿脾胃虚弱，不思饮食，面黄肌瘦，精神困倦
胎产金丸 (胎产金丹),丹剂,补气，养血，调经。用于产后失血过多引起的恶露不净，腰酸腹痛，足膝浮肿，倦怠无力
首乌强身片,片剂,补肝肾，强筋骨。用于肝肾虚弱，头晕眼花，四肢酸麻，腰膝无力，夜尿频多
济生万应锭,丹剂,清热解毒，解表散风，化痰止咳，消食和中。用于小儿外感，惊风抽搐，发热咳喘，疮疡肿毒，食积胀痛，呕吐泻痢，不思乳食，热结便秘
活血应痛丸,丸剂,壮筋骨，活血脉，祛风利湿。用于血脉凝滞，腰腿疼痛，风湿麻木，关节酸痛，行步艰难
炮天红酒,酒剂,补肾健腰，舒筋活络，健脾养血。用于精神萎靡，头晕耳鸣，腰膝酸痛，食欲不振，须发早白等症
益母草冲剂,颗粒剂,活血调经。用于经闭，痛经及产后瘀血腹痛
益肾兴阳胶囊,胶囊剂,补肾益气，壮阳固精。用于肾阳亏气虚引起的腰酸腿软，精神疲倦，头晕耳鸣，失眠健忘，阳痿，遗精早泄
养荣百草丸,丸剂,调经养血，滋肾止带。用于妇女血亏，阴虚日久，月经不调，过期不止，行经腹痛，白带时下
除湿白带丸,丸剂,除湿健脾。用于脾虚，湿盛白带
桂附地黄片,片剂,温补肾阳。用于肾阳不足，腰膝酸冷，肢体浮肿，小便不利或反多，痰饮喘咳，消渴
桔梗冬花片,片剂,镇咳祛痰。用于咳嗽痰多，支气管炎
健脾丸 (浓缩丸),丸剂,健脾开胃。用于脾胃虚弱，脘腹胀满，食少便溏
健脾消食丸,丸剂,健脾，消食，化积。用于小儿脾胃不健引起的乳食停滞，脘腹胀满，食欲不振，面黄肌瘦，大便不调
脂降宁片 (安络宁片),片剂,行气散瘀，活血通经，益精血，降血脂。用于胸痹心痛，眩晕耳鸣，肢体麻木，高脂血症或合并高血压、冠心病，动脉硬化等的高脂血症
消栓通冲剂,颗粒剂,益气，活血，祛瘀，通络。用于中风瘫痪，半身不遂，口眼歪斜，语言不清及瘀血性头痛，胸痛，胁痛，对中风先兆者 (脑血栓形成先兆) 亦有一定预防作用
消积健儿片,片剂,健胃，消积，杀虫。用于小儿停食停乳，食积虫积，面黄肌瘦，消化不良
消食化痰丸,丸剂,顺气降逆，消食化痰。用于积食不化，胸膈胀闷，咳嗽痰多，饮食减少
消肿片,片剂,消肿拔毒。用于瘰疬痰核，流注，乳房肿块，阴疽肿毒等症
消渴灵片,片剂,滋补肾阴，生津止渴，益气降糖。用于成年非胰岛素依赖性糖尿病，对轻型、中型效果显著
宽胸利膈丸,丸剂,开郁顺气，消食除胀。用于气郁不舒，胸腹胀满，宿食停水，呕逆腹痛
调经促孕丸,丸剂,补肾健脾，养血调经。用于脾肾阳虚 (下丘脑 - 垂体 - 卵巢轴功能失调) 引起的经血不调，经期不准，月经过少，月经稀发，久不孕育 (继发性闭经，黄体功能欠佳，不排卵，不孕症) 等
通便灵胶囊,胶囊剂,泻热导滞、润肠通便。用于热结便秘，长期卧床便秘，一时性腹胀便秘，老年习惯性便秘
通便清火丸,丸剂,清热通便，用于心烦口渴，头痛目眩，口舌糜烂，小便短赤，大便秘结
通宣理肺冲剂（伤风咳嗽冲剂）,颗粒剂,解表散寒，宣肺止嗽。用于风寒感冒咳嗽，咯痰不畅，发热恶寒，鼻塞流涕，头痛无汗，肢体酸痛
通窍鼻炎片,片剂,益气，祛风通窍。用于体虚自汗，反复感冒，鼻塞、流涕，前额痛，鼻炎，过敏性鼻炎及副鼻窦炎等症
理气定喘丸,丸剂,祛痰止咳，补肺定喘。用于肺虚痰盛引起的咳嗽痰喘，胸膈满闷，心悸气短，口渴咽干
黄芩素铝胶囊,胶囊剂,清热解毒，燥湿止泻，用于肠炎、痢疾
蛇胆南星片,片剂,祛风化痰。用于风痰嗽喘，风寒呕吐，痰多惊痫
蛇胆南星散,散剂,祛风化痰，用于风痰嗽喘，风寒呕吐，痰多惊痫
蛇胆陈皮胶囊,胶囊剂,顺气化痰，祛风健胃。用于风寒咳嗽，痰多呕逆
婴儿消食散,散剂,消食健脾。用于小儿停食伤乳，消化不良，腹胀腹痛，停食作泻，食火疳积
清气化痰丸 (浓缩丸),丸剂,清肺化痰。用于肺热咳嗽，痰多黄稠，胸脘满闷
清心明目上清丸,丸剂,清热散风，明目止痛。用于上焦火盛引起的暴发火眼，红肿痛痒，热泪昏花，云翳遮睛，头痛目眩，烦躁口渴，大便燥结
清心莲子饮,口服液,清心火，交心肾，益气阴，止淋浊。用于小便白浊，遗精涩沥，便赤如血，五淋带下，烦热消渴等症
清金止嗽化痰丸,丸剂,清肺，化痰，止嗽，用于肺热痰盛引起的咳嗽黄痰，胸膈不畅，喉痛音哑，大便干燥
清身饮冲剂,颗粒剂,养阴清热，益气敛汗。用于功能性低热及体虚盗汗等症
清咽抑火丸,丸剂,清热散风，解毒消肿，清利咽喉。用于咽喉肿痛，肺炎咳嗽
清热解毒口服液,口服液,清热解毒，用于治疗流感，上呼吸道感染及各种发热疾病
清热镇惊散,散剂,清热解毒，镇惊息风。用于小儿高热急惊，烦躁不安，气促痰壅，手足抽搐
麻仁润肠丸,丸剂,润肠通便。用于肠胃积热，胸腹胀满，大便秘结
散痰宁糖浆,糖浆剂,清肺，止咳，平喘，用于支气管炎，咳嗽痰多
散寒活络丸,散剂,追风散寒，舒筋活络，用于风寒湿邪引起的肩背疼痛，手足麻木，腰腿疼痛，行步困难等
越鞠片,片剂,理气解郁，宽中除满。用于胸脘痞闷，腹中胀满，饮食停滞，嗳气吞酸
提脓散,散剂,拔毒提脓，去腐生肌。用于痈疽疮疡，肿毒溃烂，久不收口
紫金散,散剂,辟瘟解毒，消肿止痛。用于中暑，脘腹胀痛，恶心呕吐，痢疾泄泻，小儿痰厥；外治疗疮疖肿，痄腮，丹毒，喉风
跌打止痛散,散剂,散瘀止痛。用于跌打损伤，瘀滞肿痛
舒心冲剂,颗粒剂,活血祛瘀，养阴益气，定悸除烦。用于心悸、怔忡，心烦失眠
筋骨草片 (白毛夏枯草片),片剂,清热解毒，止咳，祛痰，平喘，用于急、慢性支气管炎，肺脓疡
滋阴补肾丸,丸剂,滋阴壮阳，益精填髓。用于腰膝酸痛，梦遗滑精，阳痿早泄
寒泻片,片剂,温肠止泻。用于寒性腹泻
楂曲平胃合剂,口服液,燥湿健脾，消食散满。用于脾胃不和，不思饮食，脘腹胀满，呕吐恶心，嗳气吞酸，大便溏泄
愈肝片,片剂,利湿退黄，恢复肝功能，用于急性黄疸型肝炎和急性无黄疸型肝炎
解表清金散,散剂,清热解表，镇咳祛痰。用于感冒鼻塞，咳嗽喘促，周身壮热
解毒万灵丸,丸剂,祛风除湿，解毒止痛。用于阴疽发背，湿痰流注，气血阻滞，遍身走痛
鼻舒适片,片剂,清热消炎，通窍。用于治疗慢性鼻炎引起的喷嚏、流涕、鼻塞、头痛，过敏性鼻炎，慢性鼻窦炎
痱子粉,散剂,散风祛湿，清凉止痒。用于汗疹，痱毒，湿疮痛痒
疏风再造丸,丸剂,舒筋活血，化痰通络。用于半身不遂，手足麻木，口眼歪斜，筋骨拘挛，屈伸不便，风寒湿痹
碧玉散,散剂,清暑热，平肝火。用于暑热蕴积，烦渴引饮，肝火旺盛，小便短赤
酸枣仁合剂,口服液,清热泻火，养血安神。用于虚烦不眠，心悸不宁，头目眩晕
豨桐胶囊,胶囊剂,祛风湿，止痛。用于四肢麻痹，骨节疼痛，风湿性关节炎
镇坎散,散剂,利水消胀。用于蓄水膨胀，二便不通，浮肿气喘
熊胆救心丹 (丸),丹剂,强心益气，芳香开窍。用于心气不足所致的胸痹心痛，胸闷气短和心悸等证
醒脾开胃冲剂,颗粒剂,醒脾调中，升发胃气。用于面黄乏力，食欲低下，腹胀腹痛，食少便多
噙化上清片,片剂,清热散风。用于上焦风热，咽喉肿痛，口燥舌干，头目不清，口渴心烦，咽干声哑
礞石滚痰片,片剂,降火逐痰。用于湿热顽痰，发为癫狂惊悸，或咳喘痰稠，大便秘结
藿香正气丸（浓缩丸）,丸剂,解表化湿，理气和中。用于外感风寒、内伤湿滞或夏伤暑湿所致的感冒，症见头痛昏重、胸膈痞闷、脘腹胀痛、呕吐泄泻；也用于胃肠型感冒见上述证候者
藿香正气合剂,口服液,解表化湿，理气和中。用于外感风寒，内伤湿滞，头痛昏重，胸膈痞闷，脘腹胀痛，呕吐泄泻。
蟾麝救心丸,丸剂,扩张冠状动脉，改善心肌供氧，增强心脏功能等作用。用于冠心病引起的心绞痛、胸闷、气短和眩晕等症。
癫狂龙虎丸,丸剂,攻泻祛痰，开窍醒神，镇惊安神。用于痰迷心窍，神识昏乱，叫骂不寐，毁物殴人，或精神抑郁，哭笑无常。
麝香狗皮膏,膏剂,化痞散瘀，舒筋活络，祛风散寒，活血止痛。用于痞块聚积，风寒湿痹，筋骨疼痛，跌打损伤。
麝香解痛膏,膏剂,活血、散寒、止痛。用于扭挫伤，关节酸痛等。
二仙丸,丸剂,除湿祛风，温经散寒，定痛止麻。用于寒湿痹痛，腰腿疼痛，拘挛痿软，行步艰难，手足麻木
二母安嗽丸,丸剂,清肺化痰，止嗽定喘。用于虚劳久嗽，春秋举发，咳嗽痰喘，骨蒸潮热，音哑声重，口燥舌干，痰涎壅盛
二母安嗽片,片剂,清肺化痰，止嗽定喘。用于虚劳久嗽，春秋举发，咳嗽痰喘，骨蒸潮热，音哑声重，口燥舌干，痰涎壅盛
二陈丸 (浓缩丸),丸剂,燥湿化痰，理气和胃。用于咳嗽痰多，胸脘胀闷，恶心呕吐
七叶神安片,片剂,益气安神，活血止痛，止血。用于心气不足，失眠，心悸，胸痹心痛，或肿瘤，痈肿疮毒及出血症
八味肾气丸,丸剂,温补肾阳。用于肾阳不足，腰痛膝软，消渴水肿，肾虚咳喘，小便频数，大便溏泻
八珍丸 (浓缩丸),丸剂,补气益血。用于气血两虚，面色萎黄，食欲不振，四肢乏力，月经过多
人参至宝丸,丸剂,化痰醒神，镇痉开窍。用于温病高热，神昏谵语，中风卒倒，伏热呕吐，烦躁喘急
三七片,片剂,散瘀止血，消肿定痛。用于咯血，吐血，衄血，便血，崩漏，外伤出血，胸腹刺痛，跌扑肿痛
三七蜜精 (口服液),口服液,清热平肝，养心润肺。用于心悸，烦躁，眩晕
三号蛇胆川贝片,片剂,清热，祛痰，止咳。用于邪热蕴肺，或痰热壅肺，肺失宣降所致的咳嗽咯痰，或久咳痰多，咯吐不利等症
三参降脂液,口服液,补气活血，化瘀降脂。用于冠心病引起的胸闷、胸痹、心痛气短及高血脂症
万氏牛黄清心丸 (浓缩丸),丸剂,清热解毒，镇惊安神。用于邪热内闭，烦躁不安，神昏谵语，小儿高热惊厥
万氏牛黄清心片,片剂,清热解毒，镇惊安神。用于邪热内闭，烦躁不安，神昏谵语，小儿高热惊厥
山鸡大补酒,酒剂,大补气血，强壮筋骨。用于劳伤虚损，面色萎黄，足膝无力
川贝罗汉止咳冲剂,颗粒剂,清肺，止咳，祛痰。用于伤风咳嗽，支气管炎
小儿进食片,片剂,健脾消食。用于小儿食积、厌食
小儿消咳片,片剂,清肺润燥，化痰止咳，解毒利咽。用于急慢性气管炎，痰热或燥痰咳嗽
小儿肺热平胶囊,胶囊剂,清热化痰，止咳平喘，镇惊开窍。用于小儿肺热喘咳，吐痰黄稠，高热烦渴，神昏谵妄，抽搐，舌红苔黄腻者
小儿咽扁冲剂,颗粒剂,清热利咽，解毒止痛。用于肺实热引起的咽喉肿痛，口舌糜烂，咳嗽痰盛，咽炎喉炎，扁桃体炎
小儿消食健胃丸,丸剂,消食导积，化湿和胃。用于肉食积滞，胸脘痞满，腹胀时痛，嗳腐吞酸，苔厚恶食，大便泄泻
小儿麻甘冲剂,颗粒剂,平喘止咳，利咽祛痰。用于小儿肺炎喘咳，咽喉炎症
小儿清解冲剂,颗粒剂,除瘟解毒，清热退烧。用于小儿外感风热或时疫感冒引起的高烧不退，汗出热不解，烦躁口渴，咽喉肿痛，肢酸体倦
小儿葫芦散,散剂,化痰消食，镇惊祛风。用于痰喘咳嗽，脘腹胀满，胸膈不利，吐乳不食，小儿惊风
小儿智力糖浆,糖浆剂,调补阴阳，开窍益智。用于小儿轻微脑功能障碍综合症
小柴胡片,片剂,解表散热，疏肝和胃。用于寒热往来，胸胁苦满，心烦喜吐，口苦咽干
小柴胡冲剂,颗粒剂,解表散热，疏肝和胃。用于寒热往来，胸胁苦满，心烦喜吐，口苦咽干
小败毒膏,膏剂,清热解毒，消肿止痛。用于湿热蕴结、热毒壅盛引起的疮疡初起，红肿硬痛，风湿疙瘩，周身刺痒，乳痈胀痛，大便燥结
女贞子膏,膏剂,滋养肝肾，强壮腰膝。用于肝肾两亏，腰膝酸软，耳鸣目眩，须发早白
卫生丸,丸剂,调气补血。用于气血两亏，身体虚弱，病后失调
马鬃蛇药酒,酒剂,祛风湿，通经络，消肿痛，强筋骨。用于腰肌劳损，风湿之腰腿痛、关节痛
天王补心丸 (浓缩丸),丸剂,滋阴，养血，补心安神。用于心阴不足，心悸健忘，失眠多梦，大便干燥
天麻祛风补片,片剂,温肾养肝，除湿止痛。用于肝肾亏损之头昏、头晕，耳鸣，畏寒肢冷，四肢关节疼痛，腰酸膝软，手足麻木等症
元胡止痛胶囊,胶囊剂,理气，活血，止痛。用于气滞血瘀的胃痛，胁痛，头痛及月经痛等
支气管炎片,片剂,清热化痰，定喘止咳。用于哮喘型慢性支气管炎
五海丸,丸剂,软坚，散结，理气。用于瘿瘤初起
气血双补丸,丸剂,补气养血。用于气虚血亏引起的少气懒言，语言低微，面色萎黄，四肢无力，形体消瘦，经血不调
牛黄上清片,片剂,清热泻火，散风止痛。用于头痛眩晕，目赤耳鸣，咽喉肿痛，口舌生疮，牙龈肿痛，大便燥结
化毒丹 (丸),丹剂,清热解毒。用于小儿热毒实火，口舌生疮，牙根出血，颈颊赤肿，周身常生疮疖，疹后余毒不净
乌甘散 (胃溃疡散),散剂,制酸止痛。用于胃及十二指肠溃疡
乌头酊,酊剂,止痛药。用于神经痛，非神经痛
风寒感冒宁冲剂,颗粒剂,解表散寒，宣发清热。用于风寒感冒引起的恶寒发热，头痛、鼻塞、流涕等症
风湿马钱片,片剂,祛风，除湿，镇痛。用于风湿性关节炎，类风湿，坐骨神经痛
风湿关节酒 (万灵筋骨酒),酒剂,驱风散寒，活血止痛。用于风寒湿邪引起：关节疼痛，肩背酸沉，腰痛腿软，四肢麻木，筋脉拘挛
风湿镇痛膏,膏剂,镇痛，除寒湿。用于关节、肌肤因受风、寒、湿引起的疼痛
